ID,Cell,Case,Class,AngleCh1,AngleStatusCh1,AreaCh1,AreaStatusCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,AvgIntenStatusCh1,AvgIntenStatusCh2,AvgIntenStatusCh3,AvgIntenStatusCh4,ConvexHullAreaRatioCh1,ConvexHullAreaRatioStatusCh1,ConvexHullPerimRatioCh1,ConvexHullPerimRatioStatusCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,DiffIntenDensityStatusCh1,DiffIntenDensityStatusCh3,DiffIntenDensityStatusCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EntropyIntenStatusCh1,EntropyIntenStatusCh3,EntropyIntenStatusCh4,EqCircDiamCh1,EqCircDiamStatusCh1,EqEllipseLWRCh1,EqEllipseLWRStatusCh1,EqEllipseOblateVolCh1,EqEllipseOblateVolStatusCh1,EqEllipseProlateVolCh1,EqEllipseProlateVolStatusCh1,EqSphereAreaCh1,EqSphereAreaStatusCh1,EqSphereVolCh1,EqSphereVolStatusCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberAlign2StatusCh3,FiberAlign2StatusCh4,FiberLengthCh1,FiberLengthStatusCh1,FiberWidthCh1,FiberWidthStatusCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocASMStatusCh3,IntenCoocASMStatusCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocContrastStatusCh3,IntenCoocContrastStatusCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocEntropyStatusCh3,IntenCoocEntropyStatusCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,IntenCoocMaxStatusCh3,IntenCoocMaxStatusCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,KurtIntenStatusCh1,KurtIntenStatusCh3,KurtIntenStatusCh4,LengthCh1,LengthStatusCh1,MemberAvgAvgIntenStatusCh2,MemberAvgTotalIntenStatusCh2,NeighborAvgDistCh1,NeighborAvgDistStatusCh1,NeighborMinDistCh1,NeighborMinDistStatusCh1,NeighborVarDistCh1,NeighborVarDistStatusCh1,PerimCh1,PerimStatusCh1,ShapeBFRCh1,ShapeBFRStatusCh1,ShapeLWRCh1,ShapeLWRStatusCh1,ShapeP2ACh1,ShapeP2AStatusCh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SkewIntenStatusCh1,SkewIntenStatusCh3,SkewIntenStatusCh4,SpotFiberCountCh3,SpotFiberCountCh4,SpotFiberCountStatusCh3,SpotFiberCountStatusCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,TotalIntenStatusCh1,TotalIntenStatusCh2,TotalIntenStatusCh3,TotalIntenStatusCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,VarIntenStatusCh1,VarIntenStatusCh3,VarIntenStatusCh4,WidthCh1,WidthStatusCh1,XCentroid,YCentroid
1108,208335099,Test,PS,162.2362061901,1,308,0,106.9183673469,336.1394557823,171.3095238095,146.1802721088,0,1,0,0,1.3576642336,0,0.8693898355,0,98.0187265918,166.0674157303,132.9625468165,1,1,0,6.9692826487,4.9642872991,5.0014932207,0,0,0,19.8083312364,0,2.0879497609,0,595.8028391169,0,285.3530531658,0,1232.6666666667,0,4069.5116062248,0,0.3607416734,0.4858625564,0,0,37.8385356559,0,8.5390015952,0,0.1507594083,0.1433944867,0,0,4.0352458441,5.3474012766,0,0,4.8346303898,4.9758404711,2,0,0.3903345725,0.3791821561,1,0,5.8963138107,6.5105829417,0.3897093139,1,0,0,31.3605583609,0,0,0,208.1454749124,0,24.9103608384,0,119.8199228387,0,92.7550745023,0,0.5049102244,0,1.6113729818,0,2.1189538793,0,2.134719598,2.446995691,1.0563304392,1,1,0,1,2,0,0,31434,98825,50365,42977,0,1,0,0,108.241762044,298.3982229054,177.7792853644,1,1,0,19.4620107915,0,417,185
1109,208316765,Test,PS,106.2960216595,0,232,0,111.7837837838,4.6576576577,220.0135135135,64.1576576577,0,2,0,0,1.3705692803,0,0.9336865458,0,64.4961832061,113.4478371501,37.2544529262,0,0,0,7.034648792,7.3403888955,5.9431587536,1,1,0,17.2127678617,0,3.6646598944,1,517.9261628042,0,141.3299399495,0,930.7891156463,0,2670.2428293103,0,0.7341688172,0.3166895114,1,0,39.1780926484,0,6.2270840994,0,0.010587097,0.0296772288,0,0,10.2057861962,4.9115983394,0,0,6.853499641,6.2106319522,0,0,0.0292682927,0.1756097561,2,0,-0.8268378901,-0.6044255661,-0.7598815103,0,0,0,37.1456966887,0,0,0,188.0879539721,2,28.6849431535,0,83.6461083441,2,90.8103534958,0,0.4474874764,2,2.653423658,1,2.6898637054,0,0.453244322,0.6302598598,0.5117731711,0,0,0,1,3,0,0,24816,1034,48843,14243,0,2,0,0,67.9022091489,141.6043682754,56.5419991386,0,0,0,13.9991578715,0,333,162
1110,208321018,Test,WS,106.7832754906,0,186,0,380.1179775281,235.1292134831,627.2696629213,31.4157303371,1,0,1,0,1.3681462141,0,0.8785632189,0,230.6282051282,411.2435897436,32.4487179487,1,1,0,7.2959581501,6.5321289064,3.48221809,1,0,2,15.4128952078,0,1.3017897601,0,221.6266487162,0,170.2476509717,0,746.3083900227,0,1917.1288346849,0,0.8102766322,0.7004024434,1,1,30.3339557655,0,6.6172578763,0,0.0227043411,0.2861668654,0,1,11.69946579,2.15798233,0,2,6.6454102398,3.5442143481,0,2,0.1290322581,0.5477707006,0,1,-0.8449581858,-0.968936525,2.6060381863,0,0,0,22.4669401328,0,0,0,232.1131972475,0,27.5669150841,0,121.4986569273,0,73.9024272837,0,0.4342975805,2,1.1749433656,0,2.1651992073,0,0.5829254239,0.3360543227,1.8318191587,0,2,1,0,2,2,0,67661,41853,111654,5592,1,0,1,0,282.5123495608,489.7416600352,52.6997663233,1,1,0,19.1217217707,0,92,173
1111,208405378,Test,PS,25.4775033083,2,203,0,16.5,23.118556701,9.9329896907,55.2474226804,0,2,0,0,1.2439613527,0,0.8876033877,0,34.2339181287,15.8596491228,42.4152046784,0,2,0,5.0822502694,4.0960945468,6.3848255199,2,2,0,16.0907056195,0,2.8431743965,0,372.6712543012,0,131.0757633291,0,813.3922902494,0,2181.3426492568,0,0.8217334449,0.6973879898,1,1,31.7384216858,0,6.8363352136,0,0.0651969895,0.0084948141,0,0,19.5230453379,19.2187510693,1,1,5.8541819336,7.2378674137,0,1,0.2574850299,0.0457142857,0,2,0.5986581332,2.7219066517,0.5922897731,0,0,0,29.2717889574,0,0,0,173.5827177429,2,36.5429731807,0,86.0038932011,0,77.1495137988,0,0.5058405229,0,2.1314349762,0,2.1829574652,0,0.9307386191,1.5843322018,0.8139282843,0,0,0,1,5,0,0,3201,4485,1927,10718,0,2,0,0,14.4390828449,12.317561193,37.5385797225,0,2,0,13.7333717818,0,200,294
1112,208410553,Test,PS,33.6038615834,2,189,0,70.1325966851,268.1049723757,49.044198895,95.8232044199,0,0,0,0,1.0769230769,0,0.9564412948,0,60.8719512195,57.3902439024,47.1158536585,0,0,0,6.6294101135,4.0466875104,5.9904774726,0,2,0,15.5422364561,0,1.3627505973,0,232.5131946477,0,170.6205046682,0,758.8866213152,0,1965.7992186416,0,0.3286639951,0.4878823764,0,0,20.8226840405,0,9.4888367658,0,0.1916151704,0.0423437327,1,0,3.0267150028,3.9049451571,2,0,4.3252996202,5.9914821216,2,0,0.4363636364,0.1840490798,1,0,0.5277200384,5.5708963774,-0.8450054221,0,0,0,21.5817363267,0,0,0,205.737197419,0,25.4309009991,0,99.0233415584,0,60.6230416126,0,0.5527310059,0,1.3569682514,0,1.4801758771,0,1.0237431392,2.2978801132,0.4025046543,0,0,0,2,7,0,0,12694,48527,8877,17344,0,0,0,0,56.3107409398,83.2026629942,80.2827992745,0,0,0,15.9043782378,0,176,166
1113,208322189,Train,PS,87.1048568877,0,168,0,32.950310559,40.3664596273,67.6149068323,108.8881987578,0,0,0,0,1.3371428571,0,0.8414175728,0,39.1376811594,61.7391304348,79.8913043478,0,0,0,5.7022998197,6.1854703162,6.3240040281,2,0,0,14.6584200462,0,1.5000943355,0,204.6537231941,0,136.4272355114,0,675.0317460317,0,1649.1498129716,0,0.4887272817,0.6478232289,0,1,32.2951430936,0,5.6798800721,2,0.009505229,0.0164509697,0,0,19.8791174153,8.8687943262,1,0,7.0258898525,6.6678155928,0,0,0.0425531915,0.0921985816,2,0,-0.3447035153,-0.1900822759,-0.6166415447,0,0,0,23.6209855783,0,0,0,200.4773212101,0,25.6157061018,0,90.5794776342,0,75.9500463313,0,0.4520935573,2,1.4947210152,0,2.5024607225,0,0.4410756356,0.4620230669,0.4816171569,0,2,0,1,3,0,0,5305,6499,10886,17531,0,2,0,0,19.2485544322,44.3935060597,85.7868942624,0,0,0,15.8029393702,0,298,191
1114,208411540,Train,WS,176.8710504724,1,297,0,524.6443661972,270.7852112676,21.2887323944,164.1126760563,1,0,0,0,1.3035413153,0,0.9334146635,0,195.6097087379,17.0077669903,74.0213592233,1,2,0,7.9234630966,5.3654826198,7.1296096156,1,0,1,19.4685404811,0,3.099756752,0,689.2279292262,0,222.3490371572,0,1190.7392290249,0,3863.6591471242,0,0.2233583598,0.1562846348,0,2,38.7435938891,0,8.0216392008,0,0.0199024407,0.016677916,0,0,9.6960699943,5.2719751185,0,0,6.7444218345,6.7138952994,0,0,0.1164658635,0.0902255639,0,0,-1.115356857,0.1037042061,-0.5123655764,0,0,0,36.2269771473,0,0,0,193.2540251386,0,49.5358787949,1,69.6756587209,2,93.5304661798,0,0.5712650937,0,2.5185188852,0,2.2399108446,0,0.3094378929,0.7762305596,0.3755606981,0,0,0,0,4,2,0,148999,76903,6046,46608,1,0,0,0,346.0350521658,18.8171636462,117.3658718175,1,2,0,14.384238832,0,262,287
1115,208412499,Train,WS,23.2145212678,2,311,0,128.5185185185,377.9595959596,70.4949494949,140.494949495,0,1,0,0,1.1166936791,0,0.934304207,0,65.4581818182,61.5163636364,102.6290909091,0,0,0,7.2371569473,5.986602129,5.7382074407,1,0,0,19.9091376443,0,1.4454966109,0,503.3438460981,0,348.2151686123,0,1245.2448979592,0,4131.9586790587,0,0.8348467365,0.7373741854,1,1,25.4395572752,0,12.7111238342,0,0.0403532701,0.0966612828,0,0,12.2609103893,5.6420069826,0,0,6.4819282157,5.6101049695,0,0,0.1978417266,0.3051470588,0,0,-0.7690826209,0.31588054,-0.8413925161,0,0,0,27.1549712643,0,0,0,285.8500278542,1,21.1063740359,0,144.4446077139,1,76.3013622187,0,0.5880958684,0,1.3930029745,0,1.4327111701,0,0.2671948397,0.8647774037,0.6925873456,0,0,0,3,5,0,0,38170,112254,20937,41727,0,1,0,0,67.0611597873,66.0566087815,150.7776055591,0,0,0,19.4938358079,0,487,145
1116,208312475,Train,PS,99.9982764383,0,229,0,94.0182648402,13.0273972603,234.502283105,107.9634703196,0,2,1,0,1.2260869565,0,0.8845048511,0,70.6879795396,152.4578005115,87.3938618926,0,1,0,6.8637229342,7.2311402558,5.9951102479,0,1,0,17.0960697849,0,2.696555936,0,435.3037810212,0,161.4295387733,0,918.2108843537,0,2616.2995593664,0,0.5798318113,0.720747153,0,1,34.5427105054,0,6.9792660423,0,0.0075377864,0.0300357164,0,0,21.5508463473,9.1592600356,1,0,7.4116722999,6.3695901644,1,0,0.0443349754,0.1773399015,2,0,-0.574584194,-0.586155539,-0.7737906287,0,0,0,31.0170895009,0,0,0,252.7609068159,0,27.6428571429,0,127.8667312665,0,83.0439530954,0,0.5450053175,0,2.2841277014,0,2.2763415471,0,0.2138780326,0.1489661233,0.6476019843,0,2,0,1,4,0,0,20590,2853,51356,23644,0,2,0,0,50.1239526105,136.9423561171,105.5980945363,0,0,0,13.5794025362,0,501,256
1117,208314648,Test,PS,85.1028772215,0,635,1,39.3844884488,48.6237623762,45.1072607261,18.6947194719,0,0,0,0,1.3039332539,0,0.799074928,0,48.3687943262,38.0035460993,27.2039007092,0,0,0,6.3865597855,6.5211040458,5.3366146392,0,0,0,28.4387521696,1,1.7863503272,0,1630.8491950304,0,912.9503716237,0,2540.8027210884,1,12042.8764828221,0,0.3368876247,0,0,2,59.9723603361,0,10.9979163686,0,0.005720241,0.0077994375,0,0,24.5778060743,33.7184682135,1,1,7.8527019159,7.7285586715,1,1,0.0304659498,0.0591397849,2,2,-0.4044725984,1.19604125,-0.4798107728,0,0,0,42.6095548431,0,0,0,183.295072478,2,38.087915963,0,74.1506801114,2,141.9405534093,0,0.5235353246,0,1.4964045833,0,2.4307427341,0,0.4328028423,1.0854088281,0.5916768699,0,0,0,5,11,1,1,23867,29466,27335,11329,0,0,0,0,25.3116356901,33.2211816614,15.6271809357,0,0,2,28.4746219825,1,270,270
1118,208319776,Test,WS,72.4571755328,0,429,0,216.0707317073,147.812195122,208.7585365854,238.6268292683,1,0,0,0,1.1357733176,0,0.9127108989,0,112.1764705882,161.9281045752,143.0052287582,1,1,0,8.0579359836,5.2041560863,7.1445964709,1,0,1,23.3919352353,0,1.9160217371,0,939.9344152857,0,490.5656324814,0,1719.0249433107,0,6701.8866902971,0,0.2935256542,0.3499031483,0,0,35.8206298232,0,12.3924885805,0,0.1643179564,0.0299577503,0,0,2.2579289132,6.053810663,2,0,4.6335756398,6.5017163375,2,0,0.4026315789,0.1526315789,1,0,-0.6697976868,1.9544489448,-0.5324565798,0,0,0,33.8643426809,0,0,0,180.3440664723,2,26.8737811515,0,79.4727844094,2,96.4262368075,0,0.6190476168,0,1.6519129938,0,1.6668105995,0,0.4647938666,1.594325437,0.7102286981,0,0,0,3,8,0,0,88589,60603,85591,97837,1,0,1,1,152.299984376,295.3973640218,227.064726481,1,1,0,20.5000764617,0,308,150
1119,208332488,Test,PS,75.073396128,0,310,0,56.6554054054,143.6148648649,121.8716216216,105.4459459459,0,0,0,0,1.2269446672,0,0.7982203115,0,56.2029795158,108.2476722533,92.5940409683,0,0,0,6.5713086525,6.6258780292,5.8761964809,0,0,0,19.875592317,0,1.265658934,0,468.6163764409,0,370.2548639649,0,1241.052154195,0,4111.1077768107,0,0.5154882018,0.5381387273,0,0,37.8738390037,0,8.6279071707,0,0.0204832996,0.0528584995,0,0,14.5769641569,9.2316207069,0,0,7.0412002025,6.1320443117,0,0,0.1301115242,0.2304832714,0,0,0.3165637662,0.0456832955,-0.5886835085,0,0,0,27.1049966098,0,0,0,243.7150178031,0,35.8333333333,0,115.2113859583,0,93.0034923487,0,0.5243718902,0,1.2416753966,0,2.1064021232,0,0.8553990543,0.7607476505,0.6834985198,0,0,0,0,3,2,0,16770,42510,36074,31212,0,0,0,0,47.2498695605,103.5445641366,105.0871442612,0,0,0,21.8293739933,0,446,265
1120,208333298,Test,WS,73.8089125039,0,250,0,216.5774058577,292.3263598326,92.2008368201,140.1338912134,1,0,0,0,1.0262096774,0,0.969140238,1,82.2686230248,63.3115124153,81.460496614,0,0,0,7.3002438999,5.4383253844,7.0597130702,1,0,1,17.8596595124,0,1.0904508229,0,315.5886997763,0,289.4112170457,0,1002.0657596372,0,2982.7588793588,0,0.4709618582,0.5235178665,0,0,15.2178648647,0,15.2178648647,1,0.1018290053,0.00745264,0,0,4.4425828543,11.8308364926,0,1,5.4304204946,7.3673972984,0,1,0.3122171946,0.0316742081,0,2,-0.4931225252,-0.1425121207,-0.8538324937,0,0,0,19.1250444001,0,0,0,191.7204725608,0,21.5972855647,0,99.3454068782,0,60.871459459,0,0.7335687353,1,1.0710493606,0,1.1342922908,0,-0.4638642978,0.8861379429,0.1335052731,2,0,2,3,4,0,0,51762,69866,22036,33492,1,0,0,0,89.9761083582,98.3274854382,88.0274708806,0,0,0,17.8563613447,0,401,165
1121,208336826,Train,PS,76.3419870546,0,165,0,38.3860759494,0.7721518987,80.5696202532,28.7405063291,0,2,0,0,1.0855457227,0,0.9398749341,0,48.2616487455,58.3548387097,25.5519713262,0,0,0,5.9615584388,6.3644802491,5.0151268531,0,0,0,14.5212087265,0,2.2672322673,0,244.5992875764,0,107.884530007,0,662.4535147392,0,1603.2709598558,0,0.7032099808,0.4777379352,0,0,22.2889791887,0,7.971092597,0,0.0098662375,0.0267076381,0,0,11.4303784451,9.3863893459,0,0,6.9585881881,6.3102436323,0,0,0.0367647059,0.1328671329,2,0,0.545580987,1.1238607414,-0.0241788031,0,0,0,23.5791278199,0,0,0,159.8381065289,2,14.4788531386,2,65.4763382465,2,60.5201435715,0,0.5779806067,0,1.9403198322,0,1.6405120655,0,0.9265385867,1.2578197255,1.0251927564,0,0,0,0,5,2,0,6065,122,12730,4541,0,2,0,2,28.2766004894,69.1458161221,31.3369156633,0,0,0,12.1521861647,0,281,151
1122,208340346,Train,PS,98.1160641952,0,273,0,79.4176245211,0.0191570881,201.8927203065,59.1379310345,0,2,0,0,1.4794520548,1,0.8850418621,0,67.5849462366,148.3204301075,38.0494623656,0,1,0,6.8453170026,7.4942500099,6.0681442046,0,1,0,18.6635596092,0,3.4431168816,1,639.9679050505,0,185.8687715387,0,1094.306122449,0,3403.9412578437,0,0.8345635094,0.4723071946,1,0,42.9426709426,0,6.6819528237,0,0.008011439,0.0267800926,0,0,15.1538888889,5.6329166667,0,0,7.2637172984,6.2940653131,1,0,0.0291666667,0.1583333333,2,0,-0.2162919999,-0.0794703558,-0.7641769263,0,0,0,35.6171972031,0,0,0,197.3042444908,0,27.71859114,0,94.5379757632,0,99.2492475326,0,0.4912098907,0,2.2777588723,0,2.7318040837,0,0.7327339995,0.8776882239,0.6431200497,0,0,0,2,5,0,0,20728,5,52694,15435,0,2,0,0,57.1365065351,153.0878218911,54.8547030463,0,0,0,15.6369480707,0,151,194
1123,208341311,Test,PS,67.62722919,0,183,0,37.6285714286,81.4571428571,98.1314285714,1.8514285714,0,0,0,2,1.5213903743,1,0.870896781,0,44.7218543046,72.5960264901,5.4834437086,0,0,2,6.0000943812,6.588018826,1.0376091694,0,0,2,15.2824593346,0,2.3999002029,0,293.3426524821,0,122.2311878338,0,733.7301587302,0,1868.8668855658,0,0.0681431005,0,2,2,35.7373501786,0,5.4847595022,2,0.0068557035,0.6832163636,0,1,23.7652353354,0.4030997541,1,2,7.3891117209,1.2810975419,1,2,0.0256410256,0.8287671233,2,1,3.0420340926,7.6303372582,23.0326415528,0,0,1,30.405777437,0,0,0,168.871993035,2,26.1021237005,0,69.946707763,2,82.4442193616,0,0.4316429519,2,2.1755070718,0,2.7594850525,0,1.2751400468,1.8144039434,4.5291719005,0,0,1,1,6,0,0,6585,14255,17173,324,0,0,0,2,27.9078951597,56.7415180392,6.2473478454,0,0,2,13.9764093764,0,202,198
1124,208384319,Test,PS,105.8115013323,0,626,1,49.0585284281,149.1889632107,86.5518394649,212.9314381271,0,0,0,0,1.1132686084,0,0.8741581277,0,50.2464539007,51.969858156,119.3953900709,0,0,0,6.6861940828,6.240417778,6.8214929374,0,0,0,28.2504139906,1,1.5178205399,0,1473.6133225606,0,970.8745426637,1,2507.2607709751,1,11805.1924604198,0,0.3424183941,0.4312190437,0,0,41.1638232129,0,15.736607074,1,0.0673947991,0.0497809106,0,0,3.5575111209,6.8859020104,2,0,5.8896360884,6.3274424597,0,0,0.2495575221,0.214920071,0,0,0.5813576688,0.2862999282,-0.9436840842,0,0,0,36.4128269197,0,0,0,165.6074534352,2,22.7322605329,0,75.2726863009,2,113.8008605738,0,0.6577863122,0,1.3914067676,0,1.5909328507,0,0.9636730391,0.9647152414,0.2589104089,0,0,0,1,8,0,0,29337,89215,51758,127333,0,0,0,1,39.4153118539,89.4564774597,172.3119797814,0,0,0,26.1697928806,1,223,221
1125,208394032,Test,PS,59.5778267626,0,189,0,126.1491712707,472.1104972376,214.2430939227,452.1491712707,0,1,0,1,1.0502645503,0,0.9612999492,0,81.4787878788,146.3333333333,278.2848484848,0,1,1,6.8588886027,7.021231575,6.8694177345,0,1,0,15.5422364561,0,1.4719108137,0,241.6463060831,0,164.1718396439,0,758.8866213152,0,1965.7992186416,0,0.4575444473,0.0749083328,0,2,13.9820174459,0,13.9820174459,1,0.0095263299,0.0137617076,0,0,10.2743167793,11.2134880987,0,0,6.9972917677,6.8498022291,0,0,0.0304878049,0.0792682927,2,2,3.7140404114,3.732168318,-0.7287763015,0,0,0,19.8282490883,0,0,0,230.4022891869,0,34.7643263997,0,128.6327187627,0,55.9280697836,0,0.6800869196,0,1.4093415266,0,1.256455437,0,1.8002796328,1.9769092288,0.1820676797,1,0,0,0,2,2,0,22833,85452,38778,81839,0,0,0,1,97.5690992535,226.7977328449,298.8471492785,0,1,1,14.0691583371,0,446,264
1126,208396141,Train,PS,98.9748288729,0,219,0,53.985645933,194.3110047847,38.2248803828,48.7559808612,0,0,0,0,1.034562212,0,0.9459940769,0,55.6161879896,23.5744125326,46.6396866841,0,0,0,6.3865344025,3.7361330873,5.3977464705,0,2,0,16.7011881071,0,1.0881146679,0,257.7972687699,0,236.9210492097,0,876.283446712,0,2439.1624464411,0,0.1297501366,0.848136555,2,1,16.6526652738,0,13.6588555326,0,0.2744377692,0.0527158544,1,0,1.297804745,8.870111808,2,0,3.5661371895,6.0513188283,2,0,0.5210526316,0.2176165803,1,0,-0.4026920027,1.5488581516,0.6960993945,0,0,0,17.9372631087,2,0,0,243.1631043013,0,27.6618100811,0,117.0713804351,0,60.6230416126,0,0.7354426294,1,1.0801312731,0,1.2857748978,0,0.471676619,1.7374850555,0.9929542567,0,0,0,1,5,0,0,11283,40611,7989,10190,0,0,0,0,31.9849663353,67.3806025579,50.8256497721,0,0,0,16.6065584392,0,41,309
1127,208399858,Test,PS,2.0558179374,2,221,0,77.4976303318,168.7061611374,69.4502369668,135.5450236967,0,0,0,0,1.1573033708,0,0.9173144925,0,56.8346666667,62.792,84.4026666667,0,0,0,6.5961157058,5.6087880596,6.2487768591,0,0,0,16.780907835,0,3.2399456781,1,451.2467611386,0,139.2760268157,0,884.6689342404,0,2474.257975003,0,0.4902144465,0.5634784337,0,0,33.545850457,0,6.9523165669,0,0.0640186986,0.0258563138,0,0,8.1188148444,10.7919849504,0,0,5.9179168831,6.649136854,0,0,0.2402234637,0.1428571429,0,0,-0.3551395651,1.4610351817,-0.9375430108,0,0,0,32.8509993186,0,0,0,201.0757064516,0,23.569865268,0,116.541844363,0,80.9963340477,0,0.5829718807,0,2.8446182508,1,2.2384631148,0,0.3047795745,1.3779298719,0.1118772364,0,0,2,3,7,0,0,16352,35597,14654,28600,0,0,0,0,38.0912317668,80.0408138629,97.297031958,0,0,0,11.5484737924,0,432,250
1128,208402962,Test,PS,159.6150032649,1,178,0,42.7588235294,74.8823529412,93.5117647059,110.8647058824,0,0,0,0,1.243537415,0,0.8377067941,0,49.6847457627,99.2101694915,82.3491525424,0,0,0,5.9787225365,5.8813360859,5.6320207047,0,0,0,15.0625563688,0,2.3092307326,0,275.5044365464,0,119.3057205822,0,712.7664399093,0,1789.3474464866,0,0.6871808119,0.7891695012,0,1,30.4044369365,0,6.3347388103,0,0.0314431254,0.0443383437,0,0,8.2595658572,9.0877483444,0,0,6.3278966724,6.0833873282,0,0,0.1655629139,0.2185430464,0,0,1.5676023513,1.0705924869,-1.2532374375,0,0,0,25.8855601847,0,0,0,243.6223272042,0,29.6904761905,0,123.7312378288,0,73.4783514936,0,0.5040870387,0,1.8955420143,0,2.2306975631,0,1.4359807592,1.3857670254,0.2224445137,0,0,0,2,2,0,0,7269,12730,15897,18847,0,0,0,0,40.2336639677,114.4374084372,92.2862518674,0,0,0,13.6560202776,0,83,276
1129,208405203,Test,PS,80.0054949461,0,212,0,46.6551724138,128.960591133,61.3694581281,91.1231527094,0,0,0,0,1.282887078,0,0.8312458908,0,50.5649717514,57.6723163842,53.1807909605,0,0,0,6.1351258687,5.582239182,6.1584141239,0,0,0,16.4597124351,0,3.2228213295,1,424.7014286526,0,131.7793899303,0,851.126984127,0,2334.8842340774,0,0.37610879,0.5881588392,0,0,40.2346195198,0,5.5946330182,2,0.0488895387,0.031806917,0,0,5.3608375959,6.7598785166,0,0,5.8769117561,6.2644787681,0,0,0.2065217391,0.1576086957,0,0,2.7414910482,5.7698963746,-0.0517856863,0,0,0,33.3308390356,0,0,0,184.3568892746,2,21.524362614,0,73.5894168814,2,91.6585050759,0,0.4983546115,0,2.6019359739,1,2.9700352181,0,1.7289844828,2.391317034,0.5741584404,1,1,0,2,3,0,0,9471,26179,12458,18498,0,0,0,0,39.6491920956,93.6184818876,71.7994580294,0,0,0,12.8100150694,0,225,189
1130,208406940,Test,PS,87.7649602144,0,178,0,45.7647058824,202.7,82.3588235294,76.7,0,0,0,0,1.1934156379,0,0.8746898603,0,49.0333333333,74.04,83.1933333333,0,0,0,6.2364653688,6.2619871125,3.5729700791,0,0,2,15.0625563688,0,1.1967092446,0,198.3303852462,0,165.7298012353,0,712.7664399093,0,1789.3474464866,0,0.8374408688,0.8423740704,1,1,24.8244017941,0,7.6953269344,0,0.0146888889,0.2695222222,0,1,15.1633333333,2.4066666667,0,0,6.8182069487,3.7215009155,0,2,0.0933333333,0.52,0,1,-0.4066686588,0.1973311011,0.286917659,0,0,0,18.6940441438,0,0,0,166.0064443122,2,21.1063740359,0,65.7221586928,2,65.0394574568,0,0.540635953,0,1.0602888624,0,1.7621201394,0,0.6388807905,0.9517472359,1.3022979361,0,0,0,1,4,0,0,7780,34459,14001,13039,0,0,0,0,32.1114409001,71.4206722325,117.3103901923,0,0,0,17.6310860237,0,278,200
1131,208335100,Test,PS,129.2155736332,0,200,0,222.0994764398,426.3193717277,206.4921465969,385.1151832461,1,1,0,1,1.0125628141,2,0.9850577379,1,79.0284900285,100.7720797721,218.9088319088,0,0,1,6.8440351106,6.9868843908,7.1017188603,0,1,1,15.9658082151,0,1.1787736141,0,234.4157588671,0,198.8641042346,0,800.8140589569,0,2130.940613542,0,0.3585877119,0.3558993216,0,0,13.470112684,0,13.470112684,0,0.0100432219,0.0081840092,0,0,9.2542045455,14.0082954545,0,1,6.994330878,7.2559831438,0,1,0.0454545455,0.0454545455,2,2,0.5697085946,-0.2212144042,-1.100857993,0,0,0,18.3712270285,0,0,0,227.0528482247,0,35.3028764253,0,110.6629117337,0,53.880450736,0,0.6969543392,1,1.1749217866,0,1.1075378982,0,-0.8540781431,0.3210394482,-0.3191647699,2,2,2,2,4,0,0,42421,81427,39440,73557,0,0,0,0,69.4481278398,128.7474848678,220.7749021367,0,0,0,15.636127645,0,110,189
1132,208316766,Train,PS,85.0271414225,0,254,0,214.1893004115,167.1563786008,66.2427983539,109.2345679012,1,0,0,0,1.0772277228,0,0.9614017894,0,105.6116071429,78.3214285714,65.7142857143,1,0,0,7.4134352917,4.6812770378,5.6436725812,1,0,0,18.0084925816,0,1.3176886287,0,355.6619128174,0,269.9134720156,0,1018.8367346939,0,3057.9522964267,0,0.4819091211,0.4871428547,0,0,19.9223956297,0,13.2848958043,0,0.1339865029,0.084672529,0,0,5.7948257993,2.9809056844,0,0,5.0143568885,5.3988832496,0,0,0.3603603604,0.2927927928,0,0,-0.4410488309,4.3966318837,-0.6875191035,0,0,0,22.1290530939,0,0,0,194.1354265721,0,27.6618100811,0,104.6643661124,0,66.4145828681,0,0.6505038662,0,1.25063604,0,1.3262174816,0,0.7102835003,2.0531369628,0.7381344143,0,0,0,3,5,0,0,52048,40619,16097,26544,1,0,0,0,117.9371963053,98.9682718185,114.1203182414,1,0,0,17.6942390802,0,104,159
